id,section,topic,status,reason,duplicate_of
TCS_APT_342,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_343,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_344,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_345,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_346,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_347,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_349,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_350,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_351,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_352,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_353,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_354,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_355,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_356,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_357,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_358,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_359,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_360,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_361,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_362,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_363,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_365,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_366,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_367,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_368,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_370,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_371,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_372,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_373,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_374,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_375,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_376,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_377,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_378,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_379,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_380,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_381,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_382,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_383,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_384,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_385,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_386,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_387,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_388,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_389,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_390,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_391,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_392,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_393,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_394,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_395,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_396,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_397,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_398,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_399,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_400,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_401,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_402,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_403,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_404,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_405,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_406,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_407,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_408,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_409,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_412,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_413,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_414,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_417,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_418,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_419,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_421,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_422,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_423,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_424,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_426,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_427,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_428,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_430,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_431,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_432,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_433,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_435,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_436,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_437,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_438,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_439,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_440,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_441,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_442,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_444,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_445,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_446,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_447,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_448,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_450,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_451,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_452,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_454,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_455,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_456,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_457,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_458,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_459,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_461,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_462,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_465,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_466,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_467,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_468,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_469,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_470,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_471,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_472,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_473,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_475,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_476,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_477,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_479,Numerical Ability,Number Systems,KEPT,curated_representative,
TCS_APT_480,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_481,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_482,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_483,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_484,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_485,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_487,Numerical Ability,Data Interpretation,KEPT,curated_representative,
TCS_APT_488,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_489,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_491,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_492,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_493,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_494,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_495,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_497,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_498,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_499,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_500,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_501,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_502,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_503,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_504,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_505,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_506,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_507,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_508,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_509,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_513,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_514,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_515,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_516,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_517,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_518,Numerical Ability,Logarithms,KEPT,curated_representative,
TCS_APT_519,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_520,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_521,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_523,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_524,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_525,Numerical Ability,Surds and Indices,KEPT,curated_representative,
TCS_APT_528,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_533,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_535,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_536,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_537,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_538,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_539,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_540,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_541,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_544,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_545,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_553,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_556,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_557,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_559,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_563,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_568,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_569,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_570,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_571,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_572,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_578,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_579,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_580,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_583,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_584,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_585,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_586,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_587,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_588,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_590,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_591,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_592,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_599,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_600,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_601,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_603,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_604,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_605,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_606,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_607,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_610,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_611,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_615,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_616,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_617,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_618,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_620,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_623,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_624,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_625,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_626,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_627,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_628,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_629,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_630,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_632,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_633,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_634,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_640,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_641,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_642,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_643,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_647,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_649,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_668,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_685,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_VER_001,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_002,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_003,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_007,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_018,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_021,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_032,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_035,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_036,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_037,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_039,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_047,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_049,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_053,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_055,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_056,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_057,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_058,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_070,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_071,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_074,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_080,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_081,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_082,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_086,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_088,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_089,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_090,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_093,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_096,Verbal Ability,Vocabulary,KEPT,curated_representative,
TCS_VER_101,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_102,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_103,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_104,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_105,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_106,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_107,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_108,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_109,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_110,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_111,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_113,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_114,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_115,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_116,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_117,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_118,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_119,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_120,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_121,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_122,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_123,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_124,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_126,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_127,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_128,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_129,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_130,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_131,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_132,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_133,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_134,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_135,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_136,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_137,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_138,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_139,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_140,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_141,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_142,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_143,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_144,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_145,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_146,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_147,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_148,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_149,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_150,Verbal Ability,Fill in the Blanks,KEPT,curated_representative,
TCS_VER_151,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_152,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_153,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_154,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_155,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_156,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_158,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_159,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_160,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_161,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_162,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_163,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_164,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_165,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_166,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_167,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_168,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_169,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_170,Verbal Ability,Reading Comprehension,KEPT,curated_representative,
TCS_VER_171,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_173,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_174,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_175,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_176,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_177,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_179,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_180,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_181,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_182,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_184,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_185,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_186,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_187,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_188,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_189,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_190,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_191,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_192,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_193,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_194,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_195,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_197,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_198,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_199,Verbal Ability,Grammar,KEPT,curated_representative,
TCS_VER_201,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_202,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_203,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_204,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_205,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_206,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_207,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_208,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_209,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_210,Verbal Ability,Para Jumbles,KEPT,curated_representative,
TCS_VER_211,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_212,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_213,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_214,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_215,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_216,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_217,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_218,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_219,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_220,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_221,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_223,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_224,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_225,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_226,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_227,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_228,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_230,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_231,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_232,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_233,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_234,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_235,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_236,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_237,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_238,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_239,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_240,Verbal Ability,Idioms and Phrases,KEPT,curated_representative,
TCS_VER_241,Verbal Ability,Sentence Improvement,KEPT,curated_representative,
